Epoch,Accuracy,Loss,Precision,Recall
1.0,70.03802281368822,0.6730870849945966,70.03802281368822,100.0
2.0,71.86311787072243,0.6661720135632683,71.86311787072243,100.0
3.0,70.95057034220532,0.6511439295376048,70.95057034220532,100.0
4.0,72.54752851711027,0.6475577634923598,72.54752851711027,100.0
5.0,70.41825095057034,0.644537396290723,70.41825095057034,100.0
6.0,70.19011406844106,0.6380585677483502,70.19011406844106,100.0
7.0,72.39543726235742,0.6267185737104977,72.39543726235742,100.0
8.0,65.77946768060836,0.6480874559458565,72.44239631336406,83.88473852721451
9.0,69.65779467680608,0.6035227898289176,69.66463414634147,99.89071038251366
10.0,73.68821292775665,0.5704633085166707,75.41850220264317,92.74106175514626
11.0,76.73003802281369,0.5579030916971319,77.50653879686138,94.87726787620063
12.0,74.52471482889734,0.5587342714562136,75.92267135325132,93.4054054054054
13.0,71.55893536121673,0.5816937194151037,71.7425431711146,98.49137931034484
14.0,79.61977186311788,0.5606161426095402,81.65399239543726,91.97002141327624
15.0,79.61977186311788,0.549065137610716,81.09869646182496,93.05555555555556
16.0,80.38022813688212,0.5608259158975938,82.40917782026769,92.09401709401708
17.0,81.4448669201521,0.548097114352619,85.30287984111222,89.94764397905759
18.0,80.83650190114068,0.5242365879171035,82.35858101629914,92.66450916936354
19.0,79.61977186311788,0.5231635307564455,82.55234297108674,89.90228013029316
20.0,78.63117870722434,0.5222844516529757,81.19575699132112,90.73275862068964
21.0,78.63117870722434,0.5243874630507301,80.86538461538461,91.11592632719392
22.0,81.36882129277566,0.5049367231481215,84.06647116324535,91.29511677282376
23.0,80.53231939163499,0.489227237070308,83.7890625,90.50632911392404
24.0,78.47908745247149,0.4956351711469538,80.07483629560336,92.44060475161989
25.0,77.79467680608364,0.4834297737654517,79.01578458681523,92.80261723009816
26.0,78.47908745247149,0.4618101356660618,80.4010938924339,92.84210526315788
27.0,78.17490494296578,0.4625247041968738,79.46837763519707,93.2258064516129
28.0,75.51330798479087,0.4779457625220804,75.6244616709733,95.74700109051254
29.0,76.88212927756653,0.4566927815184873,77.6707530647986,94.76495726495726
30.0,79.23954372623574,0.4460305895875482,78.87197851387646,95.96949891067538
31.0,79.01140684410646,0.4426703540717854,79.23008057296329,95.2637244348762
32.0,77.41444866920152,0.4441622732316746,77.37991266375546,95.88744588744588
33.0,78.32699619771863,0.4298174311132992,78.59030837004406,95.5032119914347
34.0,77.49049429657795,0.433140416355694,77.51736111111111,96.02150537634408
35.0,75.96958174904942,0.4330669001621358,76.30208333333333,95.33622559652927
36.0,79.31558935361217,0.416918937335996,80.40665434380776,93.5483870967742
37.0,79.54372623574145,0.405177433262853,80.34576888080073,94.33760683760684
38.0,78.47908745247149,0.4208637344486573,79.00797165633304,95.0959488272921
39.0,80.15209125475285,0.3959426012109308,81.04089219330855,93.8643702906351
40.0,81.36882129277566,0.3917090301127994,81.15279048490393,95.78833693304536
41.0,81.36882129277566,0.3848048387204899,82.32514177693761,93.756727664155
42.0,80.38022813688212,0.401645001681412,81.16883116883118,94.08602150537637
43.0,80.76045627376426,0.3828071908039205,82.46445497630332,92.75053304904053
44.0,81.21673003802282,0.3945185222169932,81.86915887850468,94.29494079655544
45.0,82.88973384030419,0.3640967405894223,85.16320474777449,91.98717948717947
46.0,81.06463878326996,0.3767235165133196,81.70055452865064,94.54545454545456
47.0,81.74904942965779,0.378034263410989,82.56794751640112,94.22459893048128
48.0,83.57414448669202,0.3672251859131981,84.91674828599412,93.32615715823466
49.0,82.50950570342205,0.3665693340932621,83.28557784145177,94.06688241639698
50.0,83.72623574144487,0.3622755842173801,84.70363288718929,94.25531914893617
50.0,84.63878326996198,0.3456316441297531,85.6868395773295,94.39153439153439
51.0,81.82509505703422,0.36220988543594584,82.51417769376181,94.1747572815534
52.0,83.34600760456274,0.3483364538234823,85.26522593320236,92.63607257203842
53.0,84.10646387832699,0.35516364302705317,84.90384615384616,94.43850267379679
54.0,84.79087452471482,0.34221767064403086,85.54801163918526,94.53376205787781
55.0,84.18250950570342,0.35585735190440626,85.19607843137256,93.84449244060475
56.0,83.8022813688213,0.35590647248660817,84.81880509304604,93.72294372294373
57.0,85.0190114068441,0.3398723676800728,86.17234468937876,93.57997823721436
58.0,84.33460076045627,0.34344442166826306,84.72762645914396,94.67391304347827
59.0,84.56273764258555,0.3429337678586735,86.11111111111111,93.23308270676692
60.0,85.0190114068441,0.341672379304381,85.82600195503422,94.40860215053763
61.0,84.7148288973384,0.33129328357822757,86.34577603143418,93.41126461211478
62.0,84.33460076045627,0.3495011956376188,84.8747591522158,94.73118279569893
63.0,84.7148288973384,0.33492378079715895,85.17412935323384,94.27312775330397
64.0,85.47528517110266,0.3281087454627542,88.51626016260163,91.78082191780823
65.0,86.61596958174906,0.30176614969968796,88.1118881118881,93.9297124600639
66.0,86.23574144486692,0.309977627304547,87.56218905472637,94.01709401709402
67.0,86.1596958174905,0.3066541979856351,87.65060240963855,93.6695278969957
68.0,86.4638783269962,0.3232317275422461,87.25099601593625,94.60043196544277
69.0,86.23574144486692,0.30609237293110175,87.1159563924678,94.51612903225806
