Epoch,Loss,Accuracy,Hamming Loss,Precision,Recall,F1-Score
1.0,0.2325730475799574,99.4010889292196,0.0059891107078039,0.0,0.0,0.0
2.0,0.2225438151688411,99.40350877192982,0.0059649122807017,0.0,0.0,0.0
3.0,0.3802885766919641,66.41016333938293,0.3358983666061706,0.0048638838475499,0.2791666666666667,0.0095611844452372
4.0,0.3171413160738841,66.40895341802783,0.3359104658197217,0.0048638838475499,0.2785862785862786,0.0095608433520031
5.0,0.2948177151287316,66.4258923169994,0.335741076830006,0.0046460980036297,0.2813186813186813,0.009141224781289
6.0,0.2641658051157819,66.45130066545674,0.3354869933454325,0.0048275862068965,0.2995495495495495,0.0095020361506037
7.0,0.2974832813850115,66.41500302480338,0.3358499697519661,0.0050090744101633,0.2851239669421487,0.0098451879860169
8.0,0.2800197509477445,66.42468239564428,0.3357531760435571,0.0047549909255898,0.2835497835497835,0.0093531343709838
9.0,0.3519776315622018,66.41984271022383,0.3358015728977616,0.0048275862068965,0.2829787234042553,0.0094932191291934
10.0,0.2697433421334856,66.42105263157895,0.3357894736842105,0.0048638838475499,0.2845010615711252,0.0095642553798936
11.0,0.2197741777862265,99.4204476709014,0.005795523290986,0.0,0.0,0.0
12.0,0.2814288189666457,66.42952208106473,0.3357047791893527,0.0047912885662431,0.2869565217391304,0.0094252052838272
13.0,0.3338869686027187,66.43194192377496,0.3356805807622504,0.0050453720508166,0.2944915254237288,0.0099207765327242
14.0,0.2866626779716157,66.44525105868118,0.3355474894131881,0.0047912885662431,0.2953020134228188,0.0094295817409008
15.0,0.278957280531769,66.45009074410163,0.3354990925589837,0.0048275862068965,0.298876404494382,0.0095016967315592
16.0,0.279650428869006,66.40290381125227,0.3359709618874773,0.0049001814882032,0.2766393442622951,0.0096297881446608
17.0,0.2823258338141138,66.45009074410163,0.3354990925589837,0.0046460980036297,0.2942528735632184,0.0091477577273539
18.0,0.2225354398957398,99.47610405323654,0.0052389594676346,0.0,0.0,0.0
19.0,0.2727828912894003,66.41863278886872,0.3358136721113127,0.0047186932849364,0.2795698924731182,0.0092807424593967
20.0,0.2743201364033235,66.46098003629764,0.3353901996370236,0.0047186932849364,0.3023255813953488,0.0092923516797712
21.0,0.3365488713022369,66.44162129461586,0.3355837870538415,0.0048275862068965,0.2942477876106195,0.0094993214770373
22.0,0.2741172042526913,66.42105263157895,0.3357894736842105,0.0049001814882032,0.2854122621564482,0.0096349427256182
23.0,0.3504618158314492,66.43194192377496,0.3356805807622504,0.0049001814882032,0.2909482758620689,0.0096380381237952
24.0,0.1784650810498291,99.41439806412583,0.0058560193587416,0.0,0.0,0.0
25.0,0.2879937242076963,66.40411373260739,0.3359588626739262,0.0049001814882032,0.2772073921971252,0.0096301316117986
26.0,0.232757605123866,99.42528735632185,0.0057471264367816,0.0,0.0,0.0
27.0,0.2486111700432054,99.43012704174228,0.0056987295825771,0.0,0.0,0.0
28.0,0.2696045926256534,66.41258318209316,0.3358741681790683,0.0049364791288566,0.2821576763485477,0.0097031963470319
29.0,0.3096456391582039,66.43194192377496,0.3356805807622504,0.0048275862068965,0.2891304347826087,0.0094966083541592
30.0,0.3076336954060786,66.45372050816697,0.3354627949183303,0.0051179673321234,0.3078602620087336,0.0100685518423307
31.0,0.29216878745928,66.44041137326074,0.3355958862673926,0.0049001814882032,0.2954048140043763,0.0096404470310993
32.0,0.2775659487808897,66.41742286751361,0.3358257713248639,0.0045009074410163,0.2731277533039647,0.0088558777317526
33.0,0.2789315930776934,66.39927404718694,0.3360072595281306,0.0047186932849364,0.2702702702702703,0.0092754450429881
34.0,0.3125589941314907,66.39322444041137,0.3360677555958862,0.004573502722323,0.2635983263598326,0.0089910089910089
35.0,0.2737884265919995,66.43436176648518,0.3356563823351482,0.0047912885662431,0.2894736842105263,0.00942655145326
36.0,0.2681502191124724,66.42226255293406,0.3357773744706594,0.0050453720508166,0.2895833333333333,0.0099179450588655
37.0,0.2785186608051864,66.40290381125227,0.3359709618874773,0.004573502722323,0.2680851063829787,0.0089935760171306
38.0,0.3523374757549291,66.4476709013914,0.3355232909860859,0.0049001814882032,0.2993348115299334,0.0096425127674011
39.0,0.2843807372602274,66.38233514821536,0.3361766485178463,0.0048275862068965,0.2654690618762475,0.0094827278884888
40.0,0.2906838775319326,66.40774349667272,0.3359225650332728,0.0048638838475499,0.2780082987551867,0.009560502283105
41.0,0.2663572868142284,66.41500302480338,0.3358499697519661,0.0047549909255898,0.2787234042553191,0.0093504639543183
42.0,0.2356252597442772,99.43375680580762,0.0056624319419237,0.0,0.0,0.0
43.0,0.3875948747251514,66.43799153055052,0.3356200846944948,0.0049727767695099,0.2958963282937365,0.0097811730268089
44.0,0.2550534479198352,99.4325468844525,0.0056745311554748,0.0,0.0,0.0
45.0,0.298557251635567,66.37749546279491,0.3362250453720508,0.0049364791288566,0.2661448140900195,0.0096931684544385
46.0,0.3600808247415427,66.4476709013914,0.3355232909860859,0.0049001814882032,0.2993348115299334,0.0096425127674011
